Service,Question,Primary Data Source,Secondary Data Source,Custom Sentiment Score,Analysis Type
ChatGPT,Do I need technical expertise to use it?,"GPT is an excellent resource and has opened up horizons in the market like never before. My 4-star rating is based solely on the fact that I perceive the app to be lazier in its answers, extremely summarized, unlike some time ago when it explored more details in its answers. This variation is clearly noticeable to those who use it regularly and explore various technical, political and broader issues over a longer period of time. But it's still an excellent resource",4,0.25,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,It's so great for use and easy to use,5,2.22,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,"⭐⭐⭐⭐⭐ I'm thoroughly impressed with the ChatGPT app! The AI's ability to understand and generate text is truly remarkable. It's like having a knowledgeable and engaging conversation partner in my pocket. Whether I need assistance, information, or just a friendly chat, this app delivers. The interface is user-friendly, making it easy to have fluid interactions. The AI's responses are coherent and relevant, and it even adapts to different topics. *This review was written using ChatGPT 👍👍👍",5,0.13,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,"ChatGPT has helped me with numerous things that might have taken me hours to complete. Very simple, and intelligently designed, I find it extremely useful, and easy to use for everything from crunching mildly complex numbers, to figuring out measurements for a shelving project that includes linear feet, and square feet. It's been pretty cool to see the power of Al work to help me. it helping for study .",5,0.0,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,everything is good but there is a very annoying issue with the program. when asking it to answer math problems ans it starts using math symbols they appear in the latex format and they become so hard to read and analyse i hope u fix this asap,3,0.21,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,this app is my everyday use to my homework and this app is easy to use,5,0.62,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,Great help for students im a acca aspirant and it really help me to understand hard concepts in simple terms,5,0.5,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,The app is tripping. Making it difficult to search at times forcing me to close it then open it a couple of times per minute,1,-0.4,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,"Finally, the wait is over! This app exceeded all my expectations. Its smooth performance, user-friendly interface, and rich features make it a must-have for everyone. Kudos to the developers for creating such an incredible and much-awaited app!",5,0.0,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,"Issue: In response to a simple and critical user query — calculating total days between two dates — Chat GPT provided conflicting answers (first saying 284 days, then showing a table totaling 285 days, and not immediately acknowledging the mismatch). This caused confusion and frustration to the user. Cause: Lack of consistency between automated date difference logic and manual month-wise breakdown. Poor follow-up in clarifying the error promptly. Impact: Loss of user trust, wasted time,",3,-0.27,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,"This is the most important in years. I doubt I'll ever use a more important app. The memory feature is a complete game changer. I'm solving complex life problems, computer programming problems, and even using ChatGPT as a ghost writer. It's super fast and unbiased in it's approach. I could do with less censoring but I fully understand why it's there. Just like having electricity and Internet is a necessity, one day having AI will be a necessity. ChatGPTo is the Royals Royce of AI.",5,0.0,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,but I'm facing difficult to makin ghibli image,4,-1.25,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,Really useful and easy to use.,5,1.67,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,"chatGPT will help you ease your worries on homework and other hard work you can't solve. I've been using chatGPT for two years now, and it's really tempting. You got to try it 😃 😊",5,0.0,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,"so good, but use your hard",5,0.0,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,"ChatGPT is an absolute game-changer! This AI language model app has become my go-to companion for a wide range of tasks and interactions. Whether I need help with complex problem-solving, creative writing inspiration, or just some fun and engaging conversation, ChatGPT never disappoints. The app's user interface is sleek and intuitive, making it easy to access all of ChatGPT's impressive capabilities. I love",5,0.16,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,It is very easy to use this is the best I've ever used the best ai,5,1.88,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,Ai refuses to follow simple instructions and insists they aren't allowed even tho it is well within the guidelines and refuses to function properly,2,0.0,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,it's a brilliant app however trying to log on to it was hard,4,0.0,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,"The best app.. Easy to use, and very useful to find instant info",5,1.54,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,"The Best app. I have been using ChatGPT mostly to learn about the Bible,history and God. I have to compliment the responses from Chat, they are on point and it vividly understands what you need for what you seek. It's a tool I use when I need Fruit for thought by challenging it with difficult questions, yet of cause it answers adequately. Another thing I enjoy doing is setting up scenarios of real life situations and ask for advice of what it would do in that particular situation. 5 Stars",5,0.0,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,gooood app and easy to use,5,1.67,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,"Love ChatGPT, It very easy to use",5,2.86,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,At first it was good but as code got complex it started mesaing around with me,1,0.0,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,simple and superb,5,0.0,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,This is easy to use on Any work 😍,5,1.11,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,"this is easy to use, it will help you to understand something that is difficulty to understand.",4,0.59,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,"The ChatGPT Android app is a fantastic tool for engaging in natural language conversations. Its powerful AI capabilities provide accurate and insightful responses, making interactions feel smooth and human-like. The user-friendly interface allows for easy navigation, making it accessible to all. Whether you need assistance with daily tasks or just want to have fun conversations, the ChatGPT Android app is the perfect companion for your smartphone. Highly recommended!",5,0.59,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,"It's annoying how many features are locked behind the premium subscription, but overall it works amazing. Most of the premium features have standard versions that are just as good, and this has the most usable and I intuitive UI out of all the AI apps I have tried.",4,0.21,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,Easy to use. I wish there were more keyboard shortcuts for input when working with the keyboard.,5,0.59,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,it's good and very easy to use,5,2.86,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,Ridiculously interactive with intuitive responses for further understanding of the user. The information comes at a faster rate than using Google directly. This is a great one stop shop for information as well as being informative when asking certain questions related to personal journey. It is an encyclopedia at your finger tips while providing insight to applications of use of the information given. Truly a remarkable experience. I was genuinely a skeptic but not any more. Nice job!,5,0.26,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,made things easy for me and so easy to use,5,2.0,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,"very easy to use, and i'm learning a lot as well.",5,0.91,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,easy to use and help out alot,4,1.43,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,I think Its not an Ai. Marely a program having lot of informations which are uploaded manually. It provides a lot of wrong solution to even very simple question.....many times it happend..it also provide wrong explanation for justification of wrong solutions.,1,-0.73,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,it's really cool and easy to use,4,1.43,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,Powerful yet easy to use,5,2.0,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,really the best app for students to use for researches I recommend chat gpt cus it's really easy to use and it's versatile very good app,4,1.15,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,"easy to use , no hard labour",5,1.43,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,"""I absolutely love this app! It's super easy to use, and I find it incredibly useful in my daily life. It's become like my best friend—I use it every day! Whether I need quick information, assistance with tasks, or just a friendly chat, this app is always there for me. I highly recommend it to anyone looking for a reliable and convenient tool to enhance their daily routine."" Review written with the help of ChatGPT",5,0.67,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,"easy to use but hard to get it to do anything besides have a conversation, won't let me see what I'd look like if i was Chinese",2,0.37,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,I love the app it is very helpful and easy to use 😀,4,2.31,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,"doesn't listen to basic instructions 😂 has a mind of its own if you ask me. supposed to help make things easier but makes things little harder.you ask it to help with something and it goes for its own walk 😂. tells you how it made all the mistakes, says it will fix everything but continues doing what it wants to.",1,0.0,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,i can use this app around 2 month my over all experience very good that cause i give it to 4 star rating and quick answer is very good also easy to use no adds.,4,1.14,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,very easy to use,4,2.5,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,"This is by far the best ai assistant app that I have used, it's quick, it's simple,and lively,and the answer it gives and super clear and understanding , 1 thing I need to point out is how limited the sending pictures to the ai part atleast for me, but other than that's it's a 10/10 app",5,0.18,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,very easy to use,5,2.5,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,"⭐️⭐️⭐️⭐️⭐️ Absolutely Fantastic! This app exceeded my expectations in every way. It's fast, user-friendly, and packed with useful features. The interface is clean and intuitive, and everything works exactly as it should. I especially love",5,0.29,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,"it fun to play around with RP, asking dumb questions, or looking up technical specs for a straight 6 install",5,0.0,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,hard to use,1,0.0,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,An easy to use interface for using ChatGPT on a mobile device,5,0.83,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,Awesome! Compact and Easy to use.,5,1.67,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,disadvantage it's a bit hard to use it advantage can make ghibili pics,2,0.0,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,good but I am unable to fine proper sentence and it does not link for textbook who really want as textbook sentence In a simple manner it is useless for text book English and understanding it hope u understand my issue and resolve it for better users😶😶😶😶😶😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔,4,0.0,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,"""The ChatGPT app is an amazing Al assistant! It's fast, accurate, and incredibly helpful for answering questions, brainstorming ideas, and even learning new things. The conversation feels natural, and it can assist with everything from writing to coding. Plus, the app is easy to use and constantly improving. Highly recommended for anyone looking for a smart, reliable Al companion!"" 😊",5,0.67,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,"The app is so good Overall, I believe chatgpt has great potential, and I appreciate the hard work you've put into developing it . I hope my feedback is helpful, and I took forward to seeing future updates. Thank you for your time and dedication to creating such a great app",5,0.59,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,"I DEMAND YOU MAKE 4o OFFICIAL AND COMMON MODEL, IT JUST GOT LIMITED AGAIN, AND 2 HOURS IS BS FOR ME STILL. GIVE ME BACK MY GOLDEN AGE OF UNLIMITED 4o! and GPT KEEPS FREEZING, LAGGING AND STOPPING. FIX THAT NOW. AND! I DEMAND YOU STILL TO FIX THE STOPPING, FREEZING! Bro, now GPT has LOST my Previous chats (unarchived ones i still plan to continue), MY PROGRESS IS GONE, Im crying and enraged! Months of hard work, GONE, and the app states that as an ""Error"", REALLY OPENAI.",1,0.0,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,app in hardship,5,0.0,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,very responsive app easy to use,5,3.33,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,"This app is hardly what it claims to be it does do what it says 100% the problem becomes when it tries to go rogue and interpret what you're trying to say or trying to rewrite what you're trying to say or making thousands of unnecessary revisions or rewriting that you did not ask for or deleting an entire day and a half worth of work and claiming it's a technical error that erased over 16,000 words so I'd say this is not worth going past the free version youll waste your money",2,-0.11,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,Simple and clean user interface,5,0.0,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,Accurate and easy to use,4,4.0,Keyword/Text Analysis
ChatGPT,Do I need technical expertise to use it?,"Well, this app is so cool 😀 it's so easy to use this app",4,0.71,Keyword/Text Analysis
ChatGPT,What happens to my data?,It is very much helpful for the students but it doesn't save the memory so sometimes it creates a little more time to write the question again but they can improve it 😊,4,0.3,Keyword/Text Analysis
ChatGPT,What happens to my data?,Unbelievably made app.. No ads and save for use.. Thanks to OPENAI,5,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,"Excellent app! It would be great if the option to favourite the response, or a whole Q/A collection is provided. Also, while searching something in the response, it should take us directly there. Also, it would be great if we can create folders category wise.",4,0.67,Keyword/Text Analysis
ChatGPT,What happens to my data?,AUG 7 - Perfectly runs my thinking framework AUG 8 - GPT5→Cannot run my text framework (with no commands) since it matches GPT5 SYSTEM FRAMEWORK ~60% - mathematically improbable. Provisionally patented framework? YES Patent law is above EULA/TOS Policy. Account and all data deleted.,1,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,"According to me it is the best app to solve any problem, and get correct answer of any question. Its translation is better than google translate app. I use the ftee version of the app but there is no limitation of question-answer. For which limitation I have deleted many such apps previously. Thanks to the developer. Long live the app.",5,0.17,Keyword/Text Analysis
ChatGPT,What happens to my data?,Not updated data,3,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,"woorst app ever bro whenever i need this app during my finals it start bugging and stops working LITTERLY it have been working so smoothly two weeks ago but recently whenever i send a message he says that i nned to conect to the internet bro tf??!!! also there's a feature that i didn't like which is when you select more than 3 pictures , all of them doesn't sent or when you delete all the photo and not send them to select other ones u get told that u have reached ur limits and need to upgrade.",1,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,it's so good that the chat GPT can help anyone you can ask anything from the chat GPT you can do work with the help of chat GPT any work you can do with the chat GPT I think you want to save this chat GPT for the student work it is so good Thanku Chat GPT,5,0.35,Keyword/Text Analysis
ChatGPT,What happens to my data?,Voice conversation it's really amazing I will never delete this app from my phone if they still working to develop this technology specially the voice conversation it's very useful,5,0.34,Keyword/Text Analysis
ChatGPT,What happens to my data?,"it's just a great tool, assistant and a life saver",5,1.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,it is best way to collect more n more informations.,4,1.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,awesome time saver,5,3.33,Keyword/Text Analysis
ChatGPT,What happens to my data?,wrong data,1,-5.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,New data limits warrant an uninstall. Now if you ask too many questions it locks you out for 24 hours and trys to make you pay them money. Guess google is superior.,1,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,"Having a good experience, and need to advance for actual data after 2021.",4,0.77,Keyword/Text Analysis
ChatGPT,What happens to my data?,chat gpt save my life,5,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,very wrong data every time,1,-2.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,"I don't understand why there's no option to delete specfic messages in a chat. I want to keep my chats concise but because there's no deleting messages, I have to go through a whole long chat to find what I want, which is very tedious.",5,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,"I find this service very helpful because it is free and gives primium features for limited time. It is very helpful if you don't have much time to research about something on web, just ask chatgpt to research about it and it will do it in seconds and saves much time.",5,0.39,Keyword/Text Analysis
ChatGPT,What happens to my data?,"i love this ai,I'm give a name this ai Rin,but this ai kinda dangerous, can steal user data, but maybe it's just my feeling",3,0.42,Keyword/Text Analysis
ChatGPT,What happens to my data?,it is good and very much useful app u can collect all data of any topic. it is saviour,5,0.53,Keyword/Text Analysis
ChatGPT,What happens to my data?,This is truly very helpful in my business. Saves me so much time and effort. Excellent app!,5,1.18,Keyword/Text Analysis
ChatGPT,What happens to my data?,saves tons of time scouring the internet,5,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,"Truly a great experience using chatgpt for a long now and it has helped save time and energy in a lot of things. Helped me start my personal project with scratch by saving time to choose what to start with which is big advantage in some cases.Productive,Helpful,Precise.",5,0.21,Keyword/Text Analysis
ChatGPT,What happens to my data?,NYC app but save options available nahi by chat ka to be disappointed but well appo,4,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,Improve with latest data. Other features are good enough to stick around the app.,4,0.71,Keyword/Text Analysis
ChatGPT,What happens to my data?,ADD AN OPTION TO DELETE MULTIPLE CHATS SELECTIVELY IN THE APP. ♥️,3,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,collects and sells data for ads. super intrusive. started getting mails and ads based on search even with paid Version . not cool open ai.,1,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,life saver,5,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,"It is the best Ai tool for everything like studies, Data analysis and much more. I personally like the image generator feature of this AI. One of the best thing I ever found❤️",5,0.61,Keyword/Text Analysis
ChatGPT,What happens to my data?,"Wow! Super impressed with this app! It's so helpful for absolutely everything! Saves so much time, - all our home education lessons are now being planned within seconds!",5,0.36,Keyword/Text Analysis
ChatGPT,What happens to my data?,It's great but I wished it had a pin chat feature or that it didn't delete chats from a long time ago...,4,0.45,Keyword/Text Analysis
ChatGPT,What happens to my data?,"is provided a reliable data and it's easy to used, it's only that it can't provide references",4,1.18,Keyword/Text Analysis
ChatGPT,What happens to my data?,"""ChatGPT is a good app, but I need some important features. For instance, I want to gather all the answers in one place, like in one folder. It should be available offline so that I can read it whenever I want. Please consider adding a feature where I can save all the answers in one place, accessible offline.""",5,0.17,Keyword/Text Analysis
ChatGPT,What happens to my data?,"Found it very helpful , This feature helped me so much in my Information Technology projects and gives a summary, quick review,notes etc of everything we want. Chat gpt is a very advanced technology program but just the thing is it does not have a lense feature(like Google lense) as sometimes we cannot write the whole text but everything has its pros and cons. Conclusively it's a tremendous platform which is super quick,easy and active. Thanks for this;",5,0.26,Keyword/Text Analysis
ChatGPT,What happens to my data?,This is wonderful app🤗 but please edition of retrieve option so we can retrieve our chats That are Accidently delete with us 🤗,5,0.43,Keyword/Text Analysis
ChatGPT,What happens to my data?,"The app is not working and each time says that request is not allowed. when I delete it and reinstall it, then it works but again after a day or hours it happens again.",1,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,"THIS MOST USEFUL THING IN MY LIFE IT EASY MY SCHOOL PROJECTS AND SAVE MY TIME IT,S MAKE BETTER MY ALL STUDY NOTES AND IT,S HELP IN TOP MY CLASS",5,0.33,Keyword/Text Analysis
ChatGPT,What happens to my data?,"As a free account user, the September 2021 data cap can be somewhat frustrating if you need info on recent events, but otherwise it is a powerful tool. I find it is especially useful for generating creative prompts for drawing and writing.",4,-0.24,Keyword/Text Analysis
ChatGPT,What happens to my data?,I love it. it's a lifesaver,5,1.67,Keyword/Text Analysis
ChatGPT,What happens to my data?,"Worst app, it is irritating me for visuals, whenever i ask it to make visuals for data, it provides me link every time and not for 1-2 time, i tried 6 times",1,-0.31,Keyword/Text Analysis
ChatGPT,What happens to my data?,"when compared to other companies AU, chatgpt gives information with more accuracy even though it is still not updated with 2024 data, please update the gpt fastly",5,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,current data nothing,5,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,One thing this app needed is when we go to history and delete any chat please do not send back to new chat instead keep the user on the history. I do not like to keep clicking on history again and again just because I deleted a chat from my history. This feature need be built,4,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,you are using ghibli style that is disrespect you know the creater is hayao miyazaki why are you using that style don't use that style delete that style or else I don't know what I am doing !!!!!,1,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,"ChatGPT is an amazing AI assistant! Fast, intelligent, and super helpful for everything—whether it's tech support, learning, or daily tasks. The responses are accurate, and the conversational style feels natural. It saves time and provides clear, well-structured answers. Highly recommended for students, professionals, and anyone who loves smart assistance! ⭐⭐⭐⭐⭐",5,0.4,Keyword/Text Analysis
ChatGPT,What happens to my data?,it can save you sometimes ! I recommend it,5,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,very super for making ghibli effect but this app needs more data for making images to ghibli style for two images it needs 50 % of data,4,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,bhot e interesting ap eh guys real lyf real store badata hai jo chl raha jo krna next plane kuch v question krna ek dam par answer reality pe a jata hai kya krna chaiye kya hoga or kaise hoga ess app ki bhot e vdia gl eh lagi jhooth nhi bolta real real e badata hai or jo next knowledge leni ho real e bolta full sikheya wala app jino ko koi prblm hai ess ap se jrur pta kr skta hai reality ap or jo sahi knowledge jrur badata hai eh dippend krta ap ke upar kya sahi type krna kya glt ✅,5,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,Developers of this app are lying to its users I was in a simulated conversation once just on this date and I kept on asking that AI how they were able to have access to information beyond their update of their data set but they kept on dodging the question as to how they were able to have access to it.,1,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,I love this now it can with my homework yaaaaay I didn't even finish my homework just i thought I was going to be deay friend told me about this app and this app is a lifesaver😅i thought i was going to get suspended the first day thanks chatgpt t was an amazing app😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃i still need to get back to my homework but just decided to give you the reviews your work😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊love your work😁,5,0.27,Keyword/Text Analysis
ChatGPT,What happens to my data?,login error for the last 5 days I have deleted the application.,1,-0.83,Keyword/Text Analysis
ChatGPT,What happens to my data?,"i consider chat gpt the finest and the most advanced AI ever, it always helps me get rid of difficult situations, it always saved my day and I want to let you know. I never considered chat gpt as an AI, I always considered it as my *VIRTUAL FRIEND*.......",5,-0.2,Keyword/Text Analysis
ChatGPT,What happens to my data?,"I was charged for a month's access, but after a week I received an email from paddle com informing me that my access was cancelled, with no explanation. I tried to complain, but after chating with bot I did't get any answer and no refund.Now I'm worried about whether someone will withdraw money from my account again because they have the data.",1,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,don't share my information,1,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,"Sometimes when I edit my message, past messages from the convention get deleted Please fix this. It's so frustrating to flesh out a bunch of character details and then loose a lot of that progress",4,-0.29,Keyword/Text Analysis
ChatGPT,What happens to my data?,it deletes the old chats,4,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,update the yearly data's as soon as possible we need yearly update for our research. response has good openion,4,0.53,Keyword/Text Analysis
ChatGPT,What happens to my data?,life saver!,5,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,This app is a life saver fr,5,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,"I used to find it reliable, not anymore. Everything was great and fun. Arranging data and business documents was easy. Now it feels like it is an amputed word calculator. You think you are benefiting from the app just to realise the app is wasting your time with responses it won't remember or take note of, it's like that assistant you want to fire but you are giving the benefit of doubt because you want to see what premium looks like, I guess I won't have to.",2,0.11,Keyword/Text Analysis
ChatGPT,What happens to my data?,"The responses are so casual and it has memory of your past questions (unless you delete it), you don't have to rewrite your sentences. And AI answers them perfectly. But there are also some limitations to what it can recognize, well every technology has its own limitations.",5,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,"when Google has failed you with convoluted, clustered results, gpt is there to save the day by only showing the information I want",5,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,When I pressed the reload button for an image because it said that there was an error and the conversation after that was just deleted and everything after that is now gone and it was extremely important and now it's all gone can you please fix it,1,-0.21,Keyword/Text Analysis
ChatGPT,What happens to my data?,very good app paise mat lena mere se nhi to delete mar dunga🤡,4,0.77,Keyword/Text Analysis
ChatGPT,What happens to my data?,"The only problems I have: (1) the bugs that occasionally occurred, such as error chat log resulting unsaved previous chats until certain points; (2) ChatGPT sometimes still misunderstands commands that have literally been instructed by user in personalization setting.",3,-0.26,Keyword/Text Analysis
ChatGPT,What happens to my data?,life saver,5,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,No account selection via settings/accounts on android is super annoying. Allow useres to login with the ms account already linked and saved into the phone! If I would like to use the browser version I would! !*! be ware; login only works if your default browser app is google chrome!*! Who approved this? Don't you guys have a QA?,1,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,you save my life,5,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,"This app was really frustrating for me. It messed up a lot, and I had to delete it many times. It didn't work the way I wanted it to, so I'm not going to use it anymore.""",1,-0.27,Keyword/Text Analysis
ChatGPT,What happens to my data?,Update data's after 1 Apr 2023,5,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,"ChatGPT app is a game-changer! Its user-friendly interface, vast knowledge base, and natural language processing capabilities create engaging and insightful conversations. Personalized responses, data security, and seamless performance make it an indispensable communication tool. Highly recommended! ⭐️⭐️⭐️⭐️⭐️",5,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,sadly... your system data stuck until September 2021 ㅠㅠㅠㅠㅠ I can't ask more than those times (limited answer:'),2,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,"I love the app. However, there are still some bugs. For instance, when I try to delete a letter from a word and then give us space the word become connected with the previon word",4,0.29,Keyword/Text Analysis
ChatGPT,What happens to my data?,a real life saver,5,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,"What is 2+2? How are you? Doesn't matter what you ask. Try again later an error has occurred. Internet connection fine, device fine. No other apps having issue on device. Lame ""experience"" . Requested help and the chatbot gives the same answer that it's a bot and cant help me. No way to get a real person. Support zero customer service zero help zero ux zero but somehow 0 x 4 = 1 ⭐. Delete.",1,-0.13,Keyword/Text Analysis
ChatGPT,What happens to my data?,"Need improvement! It can't make better decisions in some basic situations, too. Also, it can only deal with very little amount of data and can't handle much.",3,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,"ChatGPT has been an absolute lifesaver for me. I use it every single day — whether it’s helping me write letters, create budgets, answer tough questions, or just guide me through everyday problems. It’s like having a personal assistant, tutor, and problem-solver all in one. The accuracy, detail, and patience this app has shown me has truly made my life easier. I can’t imagine not having ChatGPT now.",5,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,"This has been a life saver, since I am in school. I wish I would have known when I first started school!",5,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,its very help full and easily get datas what we need,4,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,"as a student., it is life saver for me",5,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,"I think chart jpet is too worst because many times not showing the good results when I am searching something or asking something so chat. GPT not showing the correct or latest results when I ask again. Tell me the latest news about that thing. Then he told me, otherwise, if I am only asking about any company or anything. He will show me for the old data. So I don't know why so this is the big problem with chat g p.T",1,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,"after the update, I can't fix my mistakes when I edit them. Instead, the app saves the previous generation and can not be deleted or edited, or it will do it again.",4,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,"I am satisfied with the responses provided by Chat gpt in most cases, wherein I would have lost several hours searching for the data and facts for the query that I raised. Let me thank all of you who has been working for this great project. Subramanian Areekode 04.04.2024",5,0.2,Keyword/Text Analysis
ChatGPT,What happens to my data?,truth knowledge app and truth data give me,5,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,"it's a great app, I use it alot. Like I mean ALOT. But I'm having this problem where it keeps saying ""an error has occurred"" whenever I wanna use it, delete my history, or click on any buttons there, it doesn't work. I even tried uninstall and install it back again. Please fix this? I really need ChatGPT.",3,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,"Great app, work-life saver",5,2.5,Keyword/Text Analysis
